hostname,gaia_id,default_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rowupdate,pl_pubdate;
Kepler-112,Gaia DR2 2078722600285671936,1,5544.00,148.00,-148.00,0,,,,,,4.51,0.15,-0.15,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2014-03;
Kepler-1120,Gaia DR2 2101941434002832000,1,4904.00,70.02,-67.83,0,-0.040,0.150,-0.163,0,[Fe/H],4.60,0.02,-0.04,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1121,Gaia DR2 2086505630781210752,1,6231.00,90.24,-72.86,0,0.120,0.092,-0.086,0,[Fe/H],4.14,0.15,-0.15,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1122,Gaia DR2 2130383394629702400,1,5544.00,73.22,-72.56,0,-0.030,0.144,-0.178,0,[Fe/H],4.51,0.05,-0.11,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1123,Gaia DR2 2135239112857020032,1,5500.00,75.39,-90.52,0,0.050,0.144,-0.153,0,[Fe/H],4.50,0.05,-0.13,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1124,Gaia DR2 2099183583961614208,1,3658.00,33.40,-26.65,0,-0.590,0.074,-0.084,0,[Fe/H],4.93,0.02,-0.02,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1125,Gaia DR2 2076598687419100800,1,5683.00,241.45,-131.51,0,-0.090,0.159,-0.190,0,[Fe/H],4.47,0.07,-0.12,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1126,Gaia DR2 2106496607595412480,1,5798.00,61.16,-55.36,0,-0.260,0.141,-0.152,0,[Fe/H],4.46,0.07,-0.10,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1127,Gaia DR2 2077805263989929728,1,5664.00,89.83,-137.31,0,0.040,0.127,-0.155,0,[Fe/H],4.47,0.06,-0.13,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1128,Gaia DR2 2053124285963894784,1,5543.00,95.27,-144.99,0,0.040,0.142,-0.159,0,[Fe/H],4.50,0.05,-0.13,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1129,Gaia DR2 2101651781408908160,1,5831.00,134.99,-114.35,0,-0.040,0.147,-0.187,0,[Fe/H],4.44,0.07,-0.14,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1129,Gaia DR2 2101651781408908160,1,5831.00,134.99,-114.35,0,-0.040,0.147,-0.187,0,[Fe/H],4.44,0.07,-0.14,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-113,Gaia DR2 2133369840008452224,1,4725.00,74.00,-74.00,0,0.050,0.070,-0.070,0,[Fe/H],4.64,0.03,-0.03,0,0.4000,,,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2014-02;
Kepler-113,Gaia DR2 2133369840008452224,1,4725.00,74.00,-74.00,0,0.050,0.070,-0.070,0,[Fe/H],4.64,0.03,-0.03,0,0.4000,,,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-10-12,2014-02;
Kepler-1130,Gaia DR2 2106406069684947840,1,5403.00,53.01,-51.42,0,-0.060,0.088,-0.081,0,[Fe/H],4.57,0.01,-0.01,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1130,Gaia DR2 2106406069684947840,1,5450.00,108.00,-108.00,0,0.100,0.150,-0.150,0,[Fe/H],4.56,0.02,-0.09,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2021-12-05,2022-02;
Kepler-1130,Gaia DR2 2106406069684947840,1,5450.00,108.00,-108.00,0,0.100,0.150,-0.150,0,[Fe/H],4.56,0.02,-0.09,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2021-12-05,2022-02;
Kepler-1131,Gaia DR2 2134776218463088896,1,5851.00,83.20,-114.89,0,0.050,0.148,-0.174,0,[Fe/H],4.42,0.07,-0.16,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1132,Gaia DR2 2131151094264000640,1,5298.00,54.24,-56.79,0,-0.010,0.162,-0.170,0,[Fe/H],4.55,0.04,-0.08,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1133,Gaia DR2 2077831239952281472,1,5569.00,157.93,-118.09,0,-0.020,0.138,-0.160,0,[Fe/H],4.50,0.05,-0.10,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1134,Gaia DR2 2077892640805120128,1,5281.00,169.66,-135.47,0,-0.100,0.158,-0.179,0,[Fe/H],4.56,0.04,-0.07,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1135,Gaia DR2 2106306082845810048,1,5656.00,66.40,-72.91,0,0.020,0.132,-0.165,0,[Fe/H],4.47,0.06,-0.15,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1136,Gaia DR2 2106617691313437568,1,4512.00,46.44,-47.76,0,0.030,0.155,-0.171,0,[Fe/H],4.63,0.02,-0.03,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1137,Gaia DR2 2131213903865285760,1,6807.00,117.84,-120.35,0,0.050,0.126,-0.157,0,[Fe/H],4.08,0.14,-0.21,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1138,Gaia DR2 2131896494426821760,1,5582.00,62.16,-65.24,0,0.040,0.135,-0.153,0,[Fe/H],4.49,0.05,-0.12,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1139,Gaia DR2 2099735057762220288,1,5550.00,105.36,-153.89,0,0.050,0.128,-0.152,0,[Fe/H],4.50,0.05,-0.12,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-114,Gaia DR2 2128939873302216320,1,4605.00,100.00,-100.00,0,,,,,,4.65,0.15,-0.15,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2014-03;
Kepler-114,Gaia DR2 2128939873302216320,1,,,,,,,,,,4.72,0.07,-0.07,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2014-02;
Kepler-114,Gaia DR2 2128939873302216320,1,,,,,,,,,,4.72,0.07,-0.07,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2014-02;
Kepler-1140,Gaia DR2 2119201533172444160,1,4850.00,53.07,-47.66,0,-0.080,0.149,-0.180,0,[Fe/H],4.61,0.03,-0.04,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1141,Gaia DR2 2129369095153280000,1,5791.00,58.41,-65.12,0,0.040,0.087,-0.091,0,[Fe/H],4.38,0.09,-0.10,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1142,Gaia DR2 2126342380162345344,1,5685.00,98.59,-132.10,0,0.020,0.124,-0.171,0,[Fe/H],4.46,0.07,-0.19,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1143,Gaia DR2 2100405381897402496,1,5053.00,192.88,-130.21,0,-0.060,0.150,-0.171,0,[Fe/H],4.58,0.03,-0.05,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1143,Gaia DR2 2100405381897402496,1,5053.00,192.88,-130.21,0,-0.060,0.150,-0.171,0,[Fe/H],4.58,0.03,-0.05,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1144,Gaia DR2 2127863623217139328,1,5753.00,91.93,-86.29,0,-0.030,0.141,-0.178,0,[Fe/H],4.47,0.06,-0.12,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1145,Gaia DR2 2078012796808952832,1,5064.00,161.02,-117.37,0,-0.130,0.177,-0.193,0,[Fe/H],4.59,0.04,-0.05,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1146,Gaia DR2 2130684695175070848,1,4692.00,45.94,-42.25,0,-0.060,0.143,-0.158,0,[Fe/H],4.62,0.03,-0.03,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1147,Gaia DR2 2053636452223709696,1,5941.00,84.81,-114.44,0,0.110,0.147,-0.142,0,[Fe/H],4.36,0.09,-0.20,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1148,Gaia DR2 2127431274629643008,1,5054.00,99.64,-98.31,0,-0.020,0.146,-0.160,0,[Fe/H],4.58,0.03,-0.05,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1149,Gaia DR2 2079920140245373184,1,5833.00,117.20,-177.03,0,0.020,0.149,-0.168,0,[Fe/H],4.43,0.07,-0.14,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-115,Gaia DR2 2079368391569401600,1,5979.00,132.00,-132.00,0,,,,,,4.31,0.15,-0.15,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2014-03;
Kepler-115,Gaia DR2 2079368391569401600,1,5979.00,132.00,-132.00,0,,,,,,4.31,0.15,-0.15,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2014-03;
Kepler-1150,Gaia DR2 2086853351332014976,1,4754.00,80.38,-77.33,0,0.010,0.147,-0.162,0,[Fe/H],4.61,0.02,-0.03,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1151,Gaia DR2 2129254333627658112,1,5470.00,97.19,-93.64,0,-0.110,0.166,-0.187,0,[Fe/H],4.53,0.05,-0.09,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1152,Gaia DR2 2126870351901388672,1,3964.00,46.47,-45.68,0,-0.250,0.136,-0.108,0,[Fe/H],4.73,0.02,-0.02,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1153,Gaia DR2 2127307888808670976,1,5470.00,75.20,-93.55,0,0.030,0.126,-0.164,0,[Fe/H],4.52,0.04,-0.11,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1154,Gaia DR2 2073641344741406464,1,6327.00,317.30,-262.85,0,0.040,0.140,-0.161,0,[Fe/H],4.23,0.15,-0.24,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1154,Gaia DR2 2073641344741406464,1,6327.00,317.30,-262.85,0,0.040,0.140,-0.161,0,[Fe/H],4.23,0.15,-0.24,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1155,Gaia DR2 2099713617285398528,1,5842.00,115.89,-141.61,0,0.040,0.141,-0.156,0,[Fe/H],4.43,0.07,-0.16,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1156,Gaia DR2 2127359737653864832,1,5778.00,67.42,-59.01,0,0.020,0.096,-0.095,0,[Fe/H],4.44,0.06,-0.08,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1157,Gaia DR2 2105106687459103488,1,4679.00,54.66,-58.05,0,0.050,0.147,-0.177,0,[Fe/H],4.62,0.01,-0.03,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1158,Gaia DR2 2101670713625146112,1,6203.00,91.16,-81.11,0,0.180,0.096,-0.100,0,[Fe/H],4.01,0.15,-0.12,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1159,Gaia DR2 2079920552562267904,1,6217.00,147.74,-196.66,0,0.040,0.139,-0.148,0,[Fe/H],4.30,0.11,-0.25,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-116,Gaia DR2 2078272831307891456,1,6142.00,100.00,-100.00,0,,,,,,4.20,0.15,-0.15,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2014-03;
Kepler-116,Gaia DR2 2078272831307891456,1,6142.00,100.00,-100.00,0,,,,,,4.20,0.15,-0.15,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2014-03;
Kepler-1160,Gaia DR2 2102983496146969856,1,5519.00,61.23,-63.44,0,0.010,0.127,-0.163,0,[Fe/H],4.51,0.04,-0.11,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1161,Gaia DR2 2079247239132750720,1,4253.00,55.15,-52.76,0,-0.350,0.133,-0.148,0,[Fe/H],4.70,0.02,-0.02,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1162,Gaia DR2 2106996095111385728,1,5390.00,61.74,-58.89,0,-0.030,0.148,-0.149,0,[Fe/H],4.54,0.04,-0.08,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1163,Gaia DR2 2130026255211751808,1,6302.00,69.67,-63.95,0,0.020,0.079,-0.085,0,[Fe/H],4.26,0.08,-0.11,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1164,Gaia DR2 2099632837540824192,1,5183.00,80.28,-63.78,0,-0.030,0.105,-0.105,0,[Fe/H],4.57,0.02,-0.02,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1165,Gaia DR2 2106208363750121728,1,6080.00,97.21,-115.97,0,0.050,0.135,-0.155,0,[Fe/H],4.34,0.09,-0.20,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1165,Gaia DR2 2106208363750121728,1,6249.00,174.00,-217.00,0,-0.040,0.250,-0.300,0,[Fe/H],4.43,0.05,-0.20,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2021-12-05,2022-02;
Kepler-1166,Gaia DR2 2133173542823321344,1,5446.00,83.15,-87.62,0,-0.020,0.143,-0.180,0,[Fe/H],4.53,0.04,-0.11,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1167,Gaia DR2 2086441721667415424,1,4971.00,96.57,-125.10,0,-0.050,0.163,-0.175,0,[Fe/H],4.60,0.03,-0.04,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1168,Gaia DR2 2131048324286015104,1,5157.00,47.04,-55.91,0,0.130,0.152,-0.167,0,[Fe/H],4.56,0.03,-0.06,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1169,Gaia DR2 2080098840942920704,1,6191.00,80.54,-76.47,0,0.260,0.067,-0.059,0,[Fe/H],4.35,0.03,-0.03,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-117,Gaia DR2 2130959744881558272,1,6150.00,110.00,-110.00,0,-0.040,0.100,-0.100,0,[Fe/H],4.10,0.02,-0.02,0,6.0000,2.0000,-2.0000,0,,,,,-12.95,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-11-19,2015-01;
Kepler-117,Gaia DR2 2130959744881558272,1,6150.00,110.00,-110.00,0,-0.040,0.100,-0.100,0,[Fe/H],4.10,0.02,-0.02,0,6.0000,2.0000,-2.0000,0,,,,,-12.95,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-11-19,2015-01;
Kepler-1170,Gaia DR2 2125965007156694528,1,5069.00,120.38,-96.50,0,-0.090,0.177,-0.189,0,[Fe/H],4.58,0.03,-0.05,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1171,Gaia DR2 2052136752727511552,1,7044.00,277.69,-199.09,0,-0.010,0.152,-0.175,0,[Fe/H],4.05,0.15,-0.15,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1172,Gaia DR2 2051103314872392192,1,5558.00,144.94,-137.66,0,-0.040,0.145,-0.193,0,[Fe/H],4.51,0.05,-0.10,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1173,Gaia DR2 2128039304560957952,1,5252.00,92.48,-116.76,0,0.000,0.148,-0.164,0,[Fe/H],4.55,0.03,-0.07,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1174,Gaia DR2 2104710176078205440,1,5936.00,117.34,-103.81,0,-0.040,0.148,-0.205,0,[Fe/H],4.42,0.07,-0.14,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1175,Gaia DR2 2127781228564883456,1,5453.00,66.21,-80.38,0,-0.040,0.153,-0.178,0,[Fe/H],4.53,0.04,-0.08,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1176,Gaia DR2 2079323758268003968,1,5844.00,264.61,-268.56,0,-0.010,0.138,-0.165,0,[Fe/H],4.42,0.09,-0.17,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1177,Gaia DR2 2131318426189833728,1,5712.00,62.98,-66.68,0,0.020,0.096,-0.102,0,[Fe/H],4.46,0.05,-0.07,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1178,Gaia DR2 2127340290041707520,1,4990.00,58.43,-68.54,0,-0.050,0.155,-0.173,0,[Fe/H],4.59,0.03,-0.04,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1179,Gaia DR2 2131625808407771520,1,5212.00,65.46,-65.67,0,-0.030,0.148,-0.169,0,[Fe/H],4.56,0.03,-0.06,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-118,Gaia DR2 2075162656527684864,1,5274.00,200.00,-200.00,0,,,,,,4.32,0.30,-0.30,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2014-03;
